feature,importance
answer__q_09670428687d_No,0.002380689
answer__q_5bf1e7de7f5a_Yes,0.0023502768
answer__q_498cc903ba4e_Scary_elements_Learn_more,0.0023436844
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Playable_bingo_games,0.0023386632
answer__q_60e2a7e48c08_High,0.0023365386
answer__q_1648e15447c2_Small_and_infrequent,0.0023334348
answer__q_871b0cf50d10_Yes,0.0023320334
answer__q_b23d1d969526_No,0.0023297786
answer__q_d6a91ad297c0_Often,0.0023235928
answer__q_7e080cc1316c_Rarely,0.0023178137
answer__q_81f68ae1d6ed_Rare,0.002317136
answer__q_f5e28775c7d4_Discriminatory_language_against_race_religion_sex_etc_Minor_profanities_e_g_go_to_hell_Moderate_swearing_or_other_language_or_gestures_that_could_be_consider_2,0.0023089822
answer__q_50096b4eb0f4_Rarely,0.002303038
answer__q_b23d1d969526_Yes,0.0022972117
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,0.0022943693
answer__q_6d716b4485ae_Often,0.0022925069
answer__q_f5cfa9d035e8_No,0.0022911443
answer__q_fba7766efb10_No,0.0022804202
answer__q_323a8eac0485_Rarely,0.002274467
answer__q_0beb279c6f25_Rarely,0.0022567525
answer__q_a99b97727a68_Yes,0.0022474593
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua_2,0.002241757
answer__q_0fdfd05fcf6c_Yes,0.0022395109
answer__q_c9a6ea9fad32_No,0.0022156308
answer__q_5bb78bce43a4_Yes,0.0022137885
answer__q_e0669851c326_Visually_depicted,0.0022042587
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics,0.0022012163
answer__q_12d7b1d2969c_Yes,0.0021934996
answer__q_1f7530ab41d5_No,0.0021828767
answer__q_99cec7a673ee_Reference_Use,0.0021656095
answer__q_8c3a01a0db0a_Moderate,0.0021537193
answer__q_ff72a434448c_No,0.002122004
answer__q_d03579032af9_Yes,0.002094653
answer__q_5cc1024ee5fb_No,0.0020909167
answer__q_e48c566abebb_No,0.0020776095
answer__q_4b87e38cf355_Yes,0.002064497
answer__q_2bbfd1bf47f4_Brief,0.0020639852
answer__q_0cbfa914eb04_Yes,0.0020605703
answer__q_c65d3403d8b8_No,0.0020601132
answer__q_5b8de61634dc_Yes,0.002048799
answer__q_4b87e38cf355_No,0.0020453224
answer__q_5af3b0b0f6a2_Yes,0.002044506
answer__q_946159baef71_Discriminatory_language_against_race_religion_sex_etc_Moderate_swearing_or_other_language_or_gestures_that_could_be_considered_moderately_or_significantly_of_2,0.0020291677
answer__q_1189ea881316_No,0.0020276257
answer__q_eda59c8a1481_Rarely,0.0020218112
answer__q_47cfbfaa2128_Rarely,0.002021267
answer__q_c177a0bc080e_No,0.0020143143
answer__q_2a32e81256f9_Yes,0.002009946
answer__q_f178f51194bf_No,0.0020098689
answer__q_186ccba62849_No,0.0019699908
answer__q_4e285fcb8276_Yes,0.0019643581
answer__q_c177a0bc080e_Yes,0.0019641686
answer__q_d560309b2cbc_Yes,0.0019558289
answer__q_86690295e0c8_Reference_Use,0.0019513826
answer__q_8c3a01a0db0a_None,0.0019396204
answer__q_ff72a434448c_Yes,0.0019382021
answer__q_4bacc7e2ec48_Yes,0.0019318282
answer__q_fc3b6001bc0f_Often,0.0019137881
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting,0.0019125703
answer__q_4298248e0d7e_No,0.0019078272
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted_Flatulence_with_depiction_of_flatulence_cloud_whimsical_depictions_of_feces_poo_coils_vomiting_Mucus_belching_flatu_2,0.0019042671
answer__q_a56e8406d75c_No,0.0019033045
answer__q_5d84cbf44792_Rare,0.0018882012
answer__q_a015a42d9d10_No,0.0018856089
answer__q_24f3b3344402_No,0.0018850727
answer__q_d220e4d74328_No,0.0018761094
answer__q_3e81d7ae3d48_No,0.0018731414
answer__q_d3bf243f60df_No,0.001872598
answer__q_1790c1a1258b_No,0.0018622999
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more_Vi,0.001849634
answer__q_587428cb4ee9_No,0.0018267513
answer__q_5f81c1b2ff38_Yes,0.0018164633
answer__q_1790c1a1258b_Yes,0.0018162478
answer__q_24f3b3344402_Yes,0.0017903495
answer__q_6d8c1eced276_Reference_Use,0.0017743122
answer__q_19bccb6df9df_Yes_it_has_a_pixelated_style,0.0017704696
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay_Gambling_themes_Learn_more_Playable_bingo_games,0.001762183
answer__q_8d336dde8f27_Yes,0.0017601885
answer__q_cd2a6148faca_Nudity,0.0017544903
answer__q_571d6ca06be6_Rarely,0.0017443659
answer__q_d03579032af9_No,0.0017381296
answer__q_8c3a01a0db0a_High,0.0017226166
answer__q_fba7766efb10_Yes,0.001722506
answer__q_b7e65fe49e89_No,0.0017042375
answer__q_5f81c1b2ff38_No,0.0016836689
answer__q_5eeb91f6cf06_Often,0.0016734018
answer__q_7727cbeee44b_Yes,0.0016560607
answer__q_d3bf243f60df_Yes,0.0016442884
answer__q_1b293e4babdc_All_Other_App_Types,0.0016357142
answer__q_5878d1fe838a_No,0.0016328564
answer__q_b9b891f452f8_No,0.0016307407
answer__q_60c024179acd_No,0.0016265605
answer__q_d6dca7ba9e52_No,0.0016255904
answer__q_7e3c719bbc27_No,0.0016168152
answer__q_fc3b6001bc0f_Rarely,0.0015811122
answer__q_48e460900d50_No,0.0015722333
answer__q_2499ac316d93_Rarely,0.0015480411
answer__q_a1d50685cfd6_Yes,0.0015406245
answer__q_60e2a7e48c08_Mild_Limited,0.0015352361
answer__q_3116aa449503_Yes,0.0015287683
answer__q_0cbfa914eb04_No,0.0014871416
answer__q_eb8144f44fff_Yes,0.0014828491
answer__q_d560309b2cbc_No,0.0014754271
answer__q_ba1ff35ebd9a_Limited_Detail,0.0014752123
answer__q_4bc85050df07_No,0.0014746867
answer__q_2a611dd5cdf3_No,0.0014676416
answer__q_1648e15447c2_Large_or_frequent,0.0014576712
answer__q_cc099119b05b_Realistic,0.0014491456
answer__q_375f4ae8bd42_Yes,0.0014102573
answer__q_f773d3f19b25_No,0.0013972466
answer__q_5878d1fe838a_Yes_with_penalties,0.0013864521
answer__q_ade703578a13_Yes,0.001364921
answer__q_588070d49e7f_Graphic_Detail,0.0013116439
answer__q_ffd81a32312e_Realistic,0.001294243
answer__q_d1e129084632_No,0.0012851444
answer__q_5af3b0b0f6a2_No,0.0012823832
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_or_implied,0.0012651667
answer__q_7e327631a16c_No,0.0012629748
answer__q_f5cfa9d035e8_Yes,0.0012518087
answer__q_60c024179acd_Yes,0.0012495089
answer__q_606e325700bf_Fantastical,0.0012249685
answer__q_f56acd04bdd6_No,0.0012133899
answer__q_74094f46a402_Yes,0.0011547471
answer__q_1f7530ab41d5_Yes,0.001153267
answer__q_91b1d54ca250_No,0.0011212189
answer__q_a6253f0e3e6b_Playable_bingo_games,0.0011117036
answer__q_642810d6452b_Yes,0.0011067837
answer__q_aa6a8b99b99a_Yes,0.0011037106
answer__q_d7e62c042b49_Rarely,0.0010942137
answer__q_7e327631a16c_Yes,0.0010879992
answer__q_606e325700bf_Realistic,0.0010667134
answer__q_323a8eac0485_Often,0.001065814
answer__q_a99b97727a68_No,0.0010549456
answer__q_cc70c8c906bc_Yes,0.0010448362
answer__q_5ebbe602e5b2_Yes,0.001012459
answer__q_5bf1e7de7f5a_No,0.0010117015
answer__q_d6dca7ba9e52_Yes,0.0010048852
answer__q_98ef583f40fa_Moderate,0.0009864467
answer__q_89d9afb2922c_Yes,0.0009857166
answer__q_4f55609f06a2_No,0.00095765584
answer__q_37593604faab_No,0.0009489407
answer__q_bd07da3d536f_Often,0.0009335242
answer__q_99cec7a673ee_Use,0.00092780363
answer__q_5427a95baf9a_No,0.00088386034
answer__q_a1d50685cfd6_No,0.0008745904
answer__q_aa6a8b99b99a_No,0.0008242753
answer__q_6c31394cbc39_Yes,0.00078344444
answer__q_60e2a7e48c08_Moderate,0.00078296167
answer__q_9146217d2e6e_Act_of_human_defecation_visually_depicted,0.0007317411
answer__q_d2efcdb297ec_Yes,0.00069270836
answer__q_fc1f50d87bd0_Yes,0.0006776638
answer__q_7e3c719bbc27_Yes,0.0006609175
answer__q_a8715c5ee8bf_No,0.00064910535
answer__q_5427a95baf9a_Yes,0.00061521016
answer__q_8f58d3d79839_Yes,0.0006144081
answer__q_3d555173e6d5_Rarely,0.0006005646
answer__q_55327882e80f_No,0.0005959386
answer__q_2ef22d101f0f_Yes,0.0005839898
answer__q_46e0aaa8e62a_No,0.0005351322
answer__q_2a611dd5cdf3_Yes,0.00038678132
answer__q_0ce68b31ce40_No,0.00035480785
answer__q_3f4040ef5ac3_Yes,0.0002795856
answer__q_db0108c0bc2e_Rarely,0.00024780745
answer__q_bd07da3d536f_Rarely,0.00020103695
answer__q_5d84cbf44792_Often,0.00014745866
answer__q_3441afd60687_No,0.00012959706
answer__q_4298248e0d7e_Yes,9.196055e-05
answer__q_a6253f0e3e6b_Any_other_games_that_use_in_game_currency_tokens_to_play_and_can_reward_the_same_currency_through_gameplay,8.1451624e-05
answer__q_946159baef71_Sexual_expletives_Learn_more,0.0
answer__q_99cec7a673ee_Encourages_Glamorizes,0.0
answer__q_99cec7a673ee_Encourages_Glamorizes_Reference,0.0
answer__q_99cec7a673ee_Encourages_Glamorizes_Reference_Use,0.0
answer__q_99cec7a673ee_Encourages_Glamorizes_Use,0.0
answer__q_99cec7a673ee_Reference,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_2,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Disturbing_or_gory_i_4,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_against_any,0.0
answer__q_b2b2aeef52b9_Blood_that_isn_t_directly_related_to_a_violent_act_e_g_blood_on_clothing_blood_in_the_background_blood_resulting_from_performing_surgery_Violence_against_any_2,0.0
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown,0.0
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.0
answer__q_b2b2aeef52b9_Disturbing_or_gory_images_without_a_violent_act_shown_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_b2b2aeef52b9_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more,0.0
answer__q_b2b2aeef52b9_Violence_against_anything_other_than_humans_e_g_animals_fantasy_creatures_robots_vehicles_Learn_more_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_b2b2aeef52b9_Violence_or_implied_violence_against_humans_Learn_more,0.0
answer__q_b5a29f481971_Alcohol,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Alcohol_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Alcohol_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Fantasy_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Illegal_or_Recreational_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Medical_Drugs_Learn_more,0.0
answer__q_b5a29f481971_Medical_Drugs_Learn_more_Tobacco,0.0
answer__q_b5a29f481971_Tobacco,0.0
answer__q_b9b891f452f8_Yes,0.0
answer__q_bae124b0ebd8_Yes,0.0
answer__q_c3e4fa94aaf4_Realistic,0.0
answer__q_cc70c8c906bc_No,0.0
answer__q_cdc64b3b4d46_Yes,0.0
answer__q_d46377cd7525_Implied_but_not_seen,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Implied_but_not_seen_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Often_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_close_up_perspective_Referred_to,0.0
answer__q_d46377cd7525_Rarely_depicted_from_a_distant_perspective_Referred_to,0.0
answer__q_d46377cd7525_Referred_to,0.0
answer__q_d7e62c042b49_Often,0.0
answer__q_e48c566abebb_Yes,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua,0.0
answer__q_e8892e310c69_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Purch,0.0
answer__q_e8892e310c69_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs,0.0
answer__q_e8892e310c69_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs_Purchases_of_digital_goods_Learn_more,0.0
answer__q_eda59c8a1481_Often,0.0
answer__q_2a32e81256f9_No,0.0
answer__q_2ef22d101f0f_No,0.0
answer__q_375f4ae8bd42_No,0.0
answer__q_47e01086a856_Cash_Convertible_Rewards_Cash_rewards_real_world_items_of_significant_monetary_value_convertible_cryptocurrency_rewards_or_other_play_to_earn_mechanics_Issua,0.0
answer__q_47e01086a856_Issuance_e_g_minting_of_transferable_digital_assets_e_g_NFTs,0.0
answer__q_498cc903ba4e_Horrifying_elements_Learn_more,0.0
answer__q_498cc903ba4e_Horrifying_elements_Learn_more_Scary_elements_Learn_more,0.0
answer__q_4bacc7e2ec48_No,0.0
answer__q_5bb78bce43a4_No,0.0
answer__q_5eeb91f6cf06_Rare,0.0
answer__q_642810d6452b_No,0.0
